<START:location> Strilkovychi (49.5, 23.13333) <END>
<START:location> Krasnyy Oktyabr’ (48.26946, 38.28749) <END>
<START:location> Myru Street (50.15705, 26.80899) <END>
<START:location> Stanyshivka (49.46979, 30.5275) <END>
<START:location> Shpakove (50.05748, 33.50993) <END>
<START:location> Skomorokhy (50.53756, 24.32264) <END>
<START:location> Novofedorovka (46.25, 32.3) <END>
<START:location> Viry (51.02127, 34.37571) <END>
<START:location> Urochishche Sutkovskiye (51.94777, 25.14107) <END>
<START:location> Skybyntsi (50.19158, 32.69623) <END>
<START:location> Ostriv Prorvyn (45.46178, 29.7401) <END>
<START:location> Sosonivka (49.63799, 35.88352) <END>
<START:location> Liube (48.17162, 33.83945) <END>
<START:location> Lysivka (49.37353, 34.67354) <END>
<START:location> Vosme Bereznia (50.99359, 32.99) <END>
<START:location> Verkhnekurgannoye (45.09146, 34.24188) <END>
<START:location> Kanal Yevreyskaya (51.60072, 29.16835) <END>
<START:location> Oleksandrivka (47.99678, 29.23287) <END>
<START:location> Prigorovka (50.2225, 37.36694) <END>
<START:location> Urochishche Arkhipino (52.22217, 32.77097) <END>
<START:location> Simakivka (50.84998, 28.05565) <END>
<START:location> Cherneshchyna (49.88813, 34.29767) <END>
<START:location> Mykhailivka (49.64996, 31.52561) <END>
<START:location> Timiriazieve (48.29962, 38.74429) <END>
<START:location> Courtil Quartier (49.71472, -2.21889) <END>
<START:location> Holubivshchyna (51.89418, 32.45541) <END>
<START:location> Vyalovskoye Vodokhranilishche (50.09144, 36.45447) <END>
<START:location> Sadove (48.39873, 29.87951) <END>
<START:location> Alchevs’ka Mis’krada (48.48029, 38.7969) <END>
<START:location> Pivdennyy (47.77575, 35.18887) <END>
<START:location> Samets' (49.51497, 26.141) <END>
<START:location> Berezhne (51.24938, 33.56514) <END>
<START:location> Pavlivka (49.24819, 30.4828) <END>
<START:location> Komunarska substation (48.6059, 39.34275) <END>
<START:location> Zelenchuk (46.90203, 35.10694) <END>
<START:location> Pikulovitse (49.86886, 24.22726) <END>
<START:location> Perovske (50.40746, 35.83734) <END>
<START:location> Courtes Fallaizes (49.43111, -2.5425) <END>
<START:location> Armashivka (47.24909, 30.19623) <END>
<START:location> Rubezhivka (51.01833, 29.45544) <END>
<START:location> Pohorila (48.63305, 29.958) <END>
<START:location> Urochishche Khvorostovskoye (52.03912, 32.18741) <END>
<START:location> Stara Nekrasivka (45.33721, 28.92322) <END>
<START:location> Drozdovitse (49.80472, 23.63941) <END>
<START:location> Huta-Studenetska (52.00624, 32.18637) <END>
<START:location> Hryhorivka (50.745, 31.84457) <END>
<START:location> Old Mychailivka Cemetery (50.7711, 29.21501) <END>
<START:location> Shuparka (48.68221, 25.99878) <END>
<START:location> Hora Unhariaska (48.28364, 24.11243) <END>
<START:location> Pidmykhailia (48.99773, 24.40893) <END>
<START:location> Novoprokopivka (47.41019, 35.8378) <END>
<START:location> Zolotnitskoye (51.86752, 32.41284) <END>
<START:location> Korniiv (50.83293, 31.11415) <END>
<START:location> Varvarovka Pervaya (48.7666, 36.9333) <END>
<START:location> Yaseny (50.86312, 34.68628) <END>
<START:location> Ul’yanovka (48.71667, 32.11667) <END>
<START:location> Goryevo (47.16667, 30.21667) <END>
<START:location> Tavriiske (47.33029, 34.14015) <END>
<START:location> Batyiv (50.27933, 24.86847) <END>
<START:location> Kagarlyki (51.05, 32.1) <END>
<START:location> Chornotysiv (48.07703, 23.05402) <END>
<START:location> Marianivka (51.40772, 33.13616) <END>
<START:location> Ukraine (50.76744, 29.24271) <END>
<START:location> Nikhovichi (49.66743, 23.25355) <END>
<START:location> Yakimovka (49.5225, 37.28306) <END>
<START:location> Terekhivka (51.59416, 31.40888) <END>
<START:location> Roma (52.06146, 33.28065) <END>
<START:location> Sursko-Pokrovskoye (48.35, 34.98333) <END>
<START:location> Optima Rivne (50.62193, 26.25069) <END>
<START:location> Voytsekhovitse (49.58333, 24.53333) <END>
<START:location> Gremuchiy (48.6875, 38.74139) <END>
<START:location> Provallia (48.14737, 39.82862) <END>
<START:location> Poltavka (45.35133, 34.18371) <END>
<START:location> Poliske (50.91167, 30.87317) <END>
<START:location> Borisenkov (51.75, 34.38333) <END>
<START:location> Hrabiv (51.839, 30.97131) <END>
<START:location> Nyzhnie Synovydne (49.10347, 23.64086) <END>
<START:location> Komarivka (50.89166, 32.06411) <END>
<START:location> Bazavluk (47.5831, 34.08909) <END>
<START:location> Sushitsa Malaya (49.5123, 22.81422) <END>
<START:location> Novoaidar (48.96402, 39.00559) <END>
<START:location> Pyatirichka V Chetyre Roki Kolkhoz (47.52222, 29.54194) <END>
<START:location> Євпаторія (45.2036111, 33.3613889) <END>
<START:location> Derevyshchyna (50.28727, 27.42718) <END>
<START:location> Olinske (47.72092, 38.3956) <END>
<START:location> Chabarovka (49.0821, 26.12523) <END>
<START:location> Leliaky (50.32561, 32.49484) <END>
<START:location> Novokamyanka (45.62019, 28.94239) <END>
<START:location> Butsy (47.39953, 30.31705) <END>
<START:location> Kopivshchyna (49.93642, 33.75783) <END>
<START:location> Perehonivka (49.06253, 34.15851) <END>
<START:location> Bila Bereza (51.72751, 34.3462) <END>
<START:location> Rozvazh (50.37136, 26.51273) <END>
<START:location> Charki (51.66345, 24.58233) <END>
<START:location> Chumatske (47.5438, 36.31987) <END>
<START:location> Druzhne (46.44259, 33.21561) <END>
<START:location> Rozizd 30 Km (45.5247, 34.65588) <END>
<START:location> Пустомити (49.7138889, 23.9108333) <END>
<START:location> Zadnishuvka (49.51667, 26.13333) <END>
<START:location> Volkovskiy (47.08333, 33.45) <END>
<START:location> Naviz (51.07017, 25.38705) <END>
<START:location> Zakaznyk Yaikivskyi (48.66988, 23.90046) <END>
<START:location> Stantsiya Pirotchino (51.7, 33.45) <END>
<START:location> Chemerivtsi Raion (49.01147, 26.34023) <END>
<START:location> Kolchenky (50.02418, 34.409) <END>
<START:location> Mariupol-Sortuvalnyi (47.2036, 37.55866) <END>
<START:location> Kozakove (47.05338, 30.07237) <END>
<START:location> Podrezunovka Pervaya (49.43333, 38.45) <END>
<START:location> Hannivka (50.70435, 31.81495) <END>
<START:location> Drokhovychi (49.48242, 24.23511) <END>
<START:location> Lesi Ukrainky Street (50.74604, 28.79459) <END>
<START:location> Polihon (46.97777, 32.129) <END>
<START:location> Бібрка (49.6331904, 24.2907476) <END>
<START:location> Obtove (51.61729, 33.20979) <END>
<START:location> Sadky (48.24358, 38.15104) <END>
<START:location> Hecha (48.1403, 22.6569) <END>
<START:location> Tyshkivka (48.88791, 31.72403) <END>
<START:location> Chubarevka (49.8725, 37.35417) <END>
<START:location> Pervomayskiy (50.18333, 37.33333) <END>
<START:location> Miatyn (50.44458, 25.65955) <END>
<START:location> Amurskoye sel'skoye poselenye (45.27579, 34.12525) <END>
<START:location> Stantsiya Potutory (49.37748, 24.98057) <END>
<START:location> Gutsisko-Brodzke (49.95, 25.18333) <END>
<START:location> Луцьк <END>
<START:location> Privol’noye (45.65395, 33.65701) <END>
<START:location> Borysivka (46.78758, 36.40926) <END>
<START:location> Prymorske (46.17695, 33.02563) <END>
<START:location> Zarechnoye (45.73636, 34.48345) <END>
<START:location> Roshchakhivka (47.87292, 31.89225) <END>
<START:location> Tsminy (51.29643, 25.84728) <END>
<START:location> Vilkhivchyk (49.41017, 31.35124) <END>
<START:location> Golenishchevo (49.13869, 26.20124) <END>
<START:location> Morosovka (49.20528, 37.3275) <END>
<START:location> Bile Ozero (46.62089, 32.45963) <END>
<START:location> Zavodska Street (50.1543, 26.80382) <END>
<START:location> Holubivka (50.79977, 34.419) <END>
<START:location> Kharkiv (49.98541, 36.22331) <END>
<START:location> Verbylivtsi (49.38938, 24.60954) <END>
<START:location> Stepanivka (47.14141, 30.95421) <END>
<START:location> Yosypivka (48.8475, 31.69933) <END>
<START:location> Babicheva (48.16667, 25.38333) <END>
<START:location> Prykordonnyi Punkt Propusku Dolsk (51.93158, 25.54103) <END>
<START:location> Nekrasovka (45.44085, 34.98584) <END>
<START:location> Yelizavetotal’ (48.3, 35.61667) <END>
<START:location> Stantsiya Rakhmanovka (47.8, 33.25) <END>
<START:location> Slavutych (51.5225, 30.71806) <END>
<START:location> Fort Doyle (49.50528, -2.50556) <END>
<START:location> Novorozdil’s’ka Mis’krada (49.47138, 24.11716) <END>
<START:location> Lisne (49.12706, 34.26879) <END>
<START:location> Kulykiv (50.077, 25.59388) <END>
<START:location> Udarnoye (45.78346, 34.26494) <END>
<START:location> Novonikolayevka (45.30855, 36.05749) <END>
<START:location> Berezhnytsia (48.96343, 24.38384) <END>
<START:location> Bordeaux Harbour (49.48944, -2.50667) <END>
<START:location> Zapol’ye (51.52831, 24.69609) <END>
<START:location> Okip (50.42122, 36.1455) <END>
<START:location> Lastochkyne (48.14826, 37.68156) <END>
<START:location> Buzhany (50.13333, 24.7) <END>
<START:location> Blyshchad (48.50042, 26.13366) <END>
<START:location> Spasovskiy (47.83333, 33.85) <END>
<START:location> Zavadivka (49.36002, 31.37112) <END>
<START:location> Zosymivka (50.73754, 27.65319) <END>
<START:location> Chernovodka (49.08131, 26.5957) <END>
<START:location> Zelena Balka (45.92901, 29.57927) <END>
<START:location> Buhaivka (50.14758, 25.24082) <END>
<START:location> Ferma (51.15, 29.51667) <END>
<START:location> Plekhiv (50.45529, 28.58094) <END>
<START:location> Cherniakhiv (50.45652, 28.67018) <END>
<START:location> Pidhora (49.13469, 34.16474) <END>
<START:location> Novosyulka (49.58188, 24.74182) <END>
<START:location> Natalivka (47.83632, 35.34263) <END>
<START:location> Hnizdychne (49.80708, 25.64503) <END>
<START:location> Rybne (47.81657, 36.34027) <END>
<START:location> Le Jaonnet Bay (49.42417, -2.57056) <END>
<START:location> Radisne (47.0002, 30.33928) <END>
<START:location> Shabelnia (50.23823, 23.64132) <END>
<START:location> Agaki (48.58333, 26.93333) <END>
<START:location> Oleksiivka (50.5519, 26.39192) <END>
<START:location> Rossoshchanka (44.48128, 33.85314) <END>
<START:location> Shchytovtse (48.65637, 25.86926) <END>
<START:location> Novohrednieve (47.15349, 33.00071) <END>
<START:location> Semenivka (49.9805, 30.51971) <END>
<START:location> Mali Dmytrovychi (50.20683, 30.53562) <END>
<START:location> Bondarovka (49.03881, 26.21995) <END>
<START:location> Peredmistna Slobidka (50.43333, 30.58333) <END>
<START:location> Hora Dodyna (48.52152, 23.78532) <END>
<START:location> Morshyn (49.15042, 23.87439) <END>
<START:location> Yurivka (49.35127, 33.90704) <END>
<START:location> Uhluvatka (48.89062, 29.97802) <END>
<START:location> Mokryi Stav (47.13473, 36.04973) <END>
<START:location> Lebiddia (51.84077, 32.33805) <END>
<START:location> Davlet-Ahach (45.94593, 29.27296) <END>
<START:location> Rochnyakovka (49.78361, 37.61222) <END>
<START:location> Beieve (50.65073, 33.99223) <END>
<START:location> Royal City Apartments (50.44963, 30.49076) <END>
<START:location> Litnyanka (49.49479, 23.84239) <END>
<START:location> Basivka (51.18557, 35.08767) <END>
<START:location> La Rocque (49.45972, -2.64639) <END>
<START:location> Svydivok (49.51987, 31.90998) <END>
<START:location> Bodaky (49.89674, 25.80799) <END>
<START:location> Stantsiya Bar (49.03597, 27.72265) <END>
<START:location> Molochnoye (44.91328, 34.03881) <END>
<START:location> Velyki Chonokintsi (48.97221, 26.02938) <END>
<START:location> Gora Tomna-Tikul (47.76667, 25.03333) <END>
<START:location> Stefanovka (45.71047, 34.79662) <END>
<START:location> Radhosp Sukhostav (47.21667, 35.86667) <END>
<START:location> Toikut (51.39268, 24.82866) <END>
<START:location> Oktyabr'skoye (45.36215, 36.36803) <END>
<START:location> Zahrebellia (50.78883, 33.5608) <END>
<START:location> Ulianivka (47.26329, 34.98202) <END>
<START:location> Voloshcha (49.50381, 23.60518) <END>
<START:location> Tsyurupy (46.88314, 33.03449) <END>
<START:location> Pedorychi (50.40872, 34.27903) <END>
<START:location> Diplomatic Academy (Ukraine) (50.45577, 30.51807) <END>
<START:location> Platforma 168 Km (47.81697, 35.07061) <END>
<START:location> Krasnyy Urozhay Kolkhoz (47.54167, 29.78694) <END>
<START:location> Chervone (46.19511, 34.67869) <END>
<START:location> Hora (50.3712, 30.85991) <END>
<START:location> Konstiantynivka (50.36377, 36.03137) <END>
<START:location> Tulin (50.16667, 28.85) <END>
<START:location> Hertopy (47.69778, 29.53974) <END>
<START:location> Vulytsia Peremohy (46.56994, 30.76528) <END>
<START:location> Yasenytsia (49.27562, 22.97912) <END>
<START:location> Petrivka (49.69791, 34.57672) <END>
<START:location> Derezuvate (48.49171, 35.43314) <END>
<START:location> Zelenyy Hay (48.2251, 26.21241) <END>
<START:location> Luhove (48.08297, 36.07502) <END>
<START:location> Kryva (48.02657, 23.71223) <END>
<START:location> Vovche (47.94263, 36.38945) <END>
<START:location> Pryputni (50.10671, 26.92161) <END>
<START:location> Shabelne (50.42512, 37.31891) <END>
<START:location> Klitenka (49.77665, 28.34771) <END>
<START:location> Novopavlivka (46.83084, 36.45942) <END>
<START:location> Stepok (49.09465, 36.84714) <END>
<START:location> Vershyna (50.50442, 34.60533) <END>
<START:location> Shliakhova (49.83387, 35.30382) <END>
<START:location> Pogonya (48.88288, 24.88094) <END>
<START:location> Romashov (50.71983, 35.21611) <END>
<START:location> Ostriv (47.61996, 34.59248) <END>
<START:location> Haluta (47.92371, 39.71696) <END>
<START:location> Star Fort (49.50639, -2.53222) <END>
<START:location> Horodniavka (50.29968, 27.2653) <END>
<START:location> Sokolovs’ke Ozero (46.16208, 34.61036) <END>
<START:location> Saki (45.13424, 33.59996) <END>
<START:location> Uspenivka (47.77803, 36.40512) <END>
<START:location> Oleksandrivka (47.46462, 30.91937) <END>
<START:location> Stantsiya Dokhno (48.29068, 29.25938) <END>
<START:location> Rudlyve (50.53239, 25.44149) <END>
<START:location> Hrechane (48.7375, 34.50697) <END>
<START:location> Lymanne (46.83753, 31.59524) <END>
<START:location> Bilka (50.82132, 28.18973) <END>
<START:location> Batalyi (49.46875, 32.55812) <END>
<START:location> Petrivka (47.33732, 30.62021) <END>
<START:location> Tavrychanka (46.5523, 33.82113) <END>
<START:location> Kripka (47.83725, 39.62233) <END>
<START:location> Novoloeksandrivske (48.15682, 35.5159) <END>
<START:location> Zavadivka (49.00779, 26.51195) <END>
<START:location> Vilkhivka (50.5336, 24.92655) <END>
<START:location> Hora Parashka (49.06979, 23.41532) <END>
<START:location> Irdyn' (49.26209, 31.86861) <END>
<START:location> Slout (51.75848, 33.79306) <END>
<START:location> Rohoziv (50.23782, 31.05461) <END>
<START:location> Dibrova (50.8783, 28.80747) <END>
<START:location> Pliutovyshche (51.21744, 30.30437) <END>
<START:location> Sukhynivka (49.11855, 34.3012) <END>
<START:location> Ostriv Dovhyi (46.39406, 31.75226) <END>
<START:location> Sokol’nyky (50.01634, 36.27583) <END>
<START:location> Rudnya (50.21618, 25.48737) <END>
<START:location> Shostakove (47.39673, 33.3649) <END>
<START:location> Stantsiia Iziaslav (50.10761, 26.83119) <END>
<START:location> Drabiv Raion (49.96174, 32.15205) <END>
<START:location> Hrushivka (47.05023, 35.81391) <END>
<START:location> Pavlyk (48.05, 24.31667) <END>
<START:location> Nyzhnia Vilkhova (48.73344, 39.57959) <END>
<START:location> Serednii Uhryniv (48.92546, 24.35599) <END>
<START:location> Chizhovka (50.21667, 34.48333) <END>
<START:location> Illinivka (48.49382, 37.66321) <END>
<START:location> Volodymyrivka (46.12398, 32.65061) <END>
<START:location> Bilche (49.40844, 23.83111) <END>
<START:location> Fairmont Grand Hotel (50.46047, 30.52559) <END>
<START:location> Zaliznyi Port (46.12522, 32.29109) <END>
<START:location> Visloboki (49.9397, 24.17826) <END>
<START:location> Blizhneye (45.52261, 34.29907) <END>
<START:location> Marivka (48.7693, 33.56226) <END>
<START:location> Mykolaivka (48.35877, 34.68699) <END>
<START:location> Kropyvnytska (48.11756, 31.5257) <END>
<START:location> Vishnya (50.07472, 37.31167) <END>
<START:location> Black Sea Rishelievskaya (46.47158, 30.73945) <END>
<START:location> Hayvoron Raion (48.34252, 29.86514) <END>
<START:location> Sloboda Yaryshevskaya (48.54335, 27.63691) <END>
<START:location> Vilkhivka (48.26513, 23.06739) <END>
<START:location> Yasenevatoye (48.11667, 35.18333) <END>
<START:location> Voskhod (48.22983, 37.53222) <END>
<START:location> Olevskyi Raion (51.27342, 27.76434) <END>
<START:location> Kremenets Municipality (50.08687, 25.72665) <END>
<START:location> Anatoliia Samoilenka Street (50.76449, 29.24763) <END>
<START:location> Tsentralna vulytsia (49.53066, 27.21931) <END>
<START:location> Zamhlai (51.81505, 31.15981) <END>
<START:location> Yaskove (51.68705, 31.73601) <END>
<START:location> Novo-Karpovka (47.20429, 37.12412) <END>
<START:location> Vilne (50.43062, 35.3977) <END>
<START:location> Zuivtsi (50.17696, 33.75273) <END>
<START:location> Urochishche Novyy Klin (46.36169, 34.93646) <END>
<START:location> Ozero Desnitsa (52.27102, 33.36003) <END>
<START:location> Zapust (50.84542, 24.76078) <END>
<START:location> Maksymivka (50.46252, 34.01068) <END>
<START:location> Stariava (49.50573, 22.76179) <END>
<START:location> Lubenets (51.37686, 32.96835) <END>
<START:location> Bystraki (51.05, 23.91667) <END>
<START:location> Belaya (48.56667, 28.53333) <END>
<START:location> Chepelivka (49.65017, 26.8723) <END>
<START:location> Sheviakivka (50.21636, 37.59044) <END>
